Invoice_ID;InvoiceNo;InvoiceDate;Customer_ID;Payment_Method;Operation
4404;553838;5/19/2011;1809;4;Sale
4405;558644;6/30/2011;1809;1;Sale
4406;577812;11/21/2011;1809;4;Sale
4407;562583;8/5/2011;1810;3;Sale
4408;C540949;1/7/2011;1810;3;Return
4409;C558727;6/27/2011;1810;3;Return
4410;543118;2/3/2011;1811;2;Sale
4411;553204;5/15/2011;1811;1;Sale
4412;564357;8/24/2011;1811;2;Sale
4413;571797;10/18/2011;1811;2;Sale
4414;545080;2/27/2011;1812;4;Sale
4415;576361;11/14/2011;1812;3;Sale
4416;577808;11/21/2011;1812;2;Sale
4417;537429;12/6/2010;1813;3;Sale
4418;540404;1/7/2011;1813;1;Sale
4419;554629;5/24/2011;1813;3;Sale
4420;C540938;1/6/2011;1813;3;Return
4421;546679;3/15/2011;1815;2;Sale
4422;574667;11/4/2011;1815;2;Sale
4423;551687;5/3/2011;1816;2;Sale
4424;555602;6/5/2011;1816;2;Sale
4425;559004;7/4/2011;1816;3;Sale
4426;578356;11/23/2011;1817;3;Sale
4427;565674;9/5/2011;1819;2;Sale
4428;567797;9/21/2011;1819;2;Sale
4429;568323;9/26/2011;1819;4;Sale
4430;C574865;11/4/2011;1819;2;Return
4431;537226;12/5/2010;1821;3;Sale
4432;567824;9/22/2011;1821;4;Sale
4433;571987;10/19/2011;1821;1;Sale
4434;577938;11/22/2011;1821;4;Sale
4435;C538362;12/8/2010;1821;2;Return
4436;C565390;8/31/2011;1821;3;Return
4437;566083;9/8/2011;1822;4;Sale
4438;579868;11/30/2011;1822;4;Sale
4439;539109;12/16/2010;1823;1;Sale
4440;544167;2/16/2011;1824;2;Sale
4441;556204;6/9/2011;1824;1;Sale
4442;557273;6/17/2011;1824;4;Sale
4443;572742;10/25/2011;1824;4;Sale
4444;C573187;10/24/2011;1824;1;Return
4445;543097;2/3/2011;1825;1;Sale
4446;549106;4/5/2011;1825;1;Sale
4447;564048;8/22/2011;1825;4;Sale
4448;C578342;11/21/2011;1825;4;Return
4449;547192;3/21/2011;1826;2;Sale
4450;553402;5/16/2011;1827;2;Sale
4451;571212;10/14/2011;1827;3;Sale
4452;560577;7/19/2011;1828;4;Sale
4453;558416;6/28/2011;1829;1;Sale
4454;581034;12/6/2011;1829;3;Sale
4455;547077;3/20/2011;1830;1;Sale
4456;571734;10/18/2011;1830;4;Sale
4457;C566012;8/31/2011;1830;1;Return
4458;542387;1/27/2011;1831;3;Sale
4459;C541654;1/12/2011;1831;4;Return
4460;541294;1/17/2011;1832;4;Sale
4461;579007;11/27/2011;1832;4;Sale
4462;536796;12/2/2010;1833;1;Sale
4463;C548155;3/24/2011;1833;1;Return
4464;C576871;11/14/2011;1833;3;Return
4465;570595;10/10/2011;1834;2;Sale
4466;580308;12/2/2011;1834;2;Sale
4467;542624;1/30/2011;1835;3;Sale
4468;556188;6/8/2011;1835;4;Sale
4469;578672;11/24/2011;1835;4;Sale
4470;C543620;2/1/2011;1835;3;Return
4471;538656;12/13/2010;1836;1;Sale
4472;564855;8/30/2011;1836;3;Sale
4473;C537157;8/12/2011;1836;4;Return
4474;580648;12/5/2011;1837;4;Sale
4475;540554;1/10/2011;1838;3;Sale
4476;541435;1/18/2011;1838;4;Sale
4477;550477;4/18/2011;1838;1;Sale
4478;577487;11/18/2011;1838;4;Sale
4479;537793;12/8/2010;1839;4;Sale
4480;C543026;1/28/2011;1839;4;Return
4481;539261;12/16/2010;1840;2;Sale
4482;539488;12/20/2010;1840;4;Sale
4483;543592;2/10/2011;1840;4;Sale
4484;C544047;2/11/2011;1840;1;Return
4485;C571029;10/10/2011;1840;3;Return
4486;545328;3/1/2011;1841;4;Sale
4487;560232;7/15/2011;1842;2;Sale
4488;574336;11/3/2011;1842;4;Sale
4489;577542;11/20/2011;1842;3;Sale
4490;C556532;6/7/2011;1842;2;Return
4491;536592;12/1/2010;1843;2;Sale
4492;557527;6/20/2011;1843;4;Sale
4493;574577;11/4/2011;1843;1;Sale
4494;575200;11/8/2011;1843;2;Sale
4495;575321;11/9/2011;1844;2;Sale
4496;536798;12/2/2010;1845;3;Sale
4497;573387;10/30/2011;1845;1;Sale
4498;561397;7/26/2011;1846;3;Sale
4499;564529;8/25/2011;1846;3;Sale
4500;569411;10/3/2011;1846;4;Sale
4501;543178;2/4/2011;1847;2;Sale
4502;550492;4/18/2011;1847;1;Sale
4503;C556639;6/7/2011;1847;2;Return
4504;C565379;8/31/2011;1847;2;Return
4505;553385;5/16/2011;1848;2;Sale
4506;573868;10/31/2011;1848;2;Sale
4507;542148;1/25/2011;1849;4;Sale
4508;559678;7/11/2011;1850;3;Sale
4509;559948;7/13/2011;1852;3;Sale
4510;C540270;12/21/2010;1852;1;Return
4511;575934;11/11/2011;1853;1;Sale
4512;C537431;12/2/2010;1853;1;Return
4513;553837;5/19/2011;1854;2;Sale
4514;556482;6/10/2011;1854;3;Sale
4515;563731;8/18/2011;1855;1;Sale
4516;565080;8/31/2011;1856;2;Sale
4517;543924;2/14/2011;1857;2;Sale
4518;562105;8/1/2011;1858;4;Sale
4519;554356;5/23/2011;1859;3;Sale
4520;580109;12/1/2011;1859;1;Sale
4521;544353;2/17/2011;1860;3;Sale
4522;547865;3/25/2011;1860;2;Sale
4523;576644;11/15/2011;1860;2;Sale
4524;572124;10/20/2011;1861;4;Sale
4525;542794;2/1/2011;1862;3;Sale
4526;546982;3/18/2011;1862;2;Sale
4527;559709;7/11/2011;1862;1;Sale
4528;548864;4/4/2011;1863;4;Sale
4529;553055;5/12/2011;1863;4;Sale
4530;561800;7/29/2011;1863;2;Sale
4531;564537;8/25/2011;1864;3;Sale
4532;546423;3/11/2011;1865;2;Sale
4533;557939;6/23/2011;1865;3;Sale
4534;C551587;4/21/2011;1865;3;Return
4535;C566745;9/9/2011;1865;1;Return
4536;555511;6/3/2011;1866;3;Sale
4537;574491;11/4/2011;1866;1;Sale
4538;C546867;3/10/2011;1866;3;Return
4539;536614;12/2/2010;1867;2;Sale
4540;573265;10/28/2011;1867;4;Sale
4541;577318;11/18/2011;1867;4;Sale
4542;564967;8/31/2011;1868;1;Sale
4543;580808;12/5/2011;1868;2;Sale
4544;C579791;11/28/2011;1868;1;Return
4545;575714;11/10/2011;1869;1;Sale
4546;555551;6/5/2011;1870;4;Sale
4547;576386;11/14/2011;1870;3;Sale
4548;546684;3/15/2011;1871;2;Sale
4549;566420;9/12/2011;1871;4;Sale
4550;558891;7/4/2011;1872;3;Sale
4551;563684;8/17/2011;1872;4;Sale
4552;C574259;10/31/2011;1872;2;Return
4553;556719;6/13/2011;1873;2;Sale
4554;572681;10/25/2011;1873;4;Sale
4555;575974;11/11/2011;1873;3;Sale
4556;555850;6/7/2011;1874;4;Sale
4557;579711;11/30/2011;1874;2;Sale
4558;550308;4/15/2011;1875;1;Sale
4559;538157;12/9/2010;1876;4;Sale
4560;547225;3/21/2011;1877;2;Sale
4561;559834;7/12/2011;1877;2;Sale
4562;573552;10/31/2011;1877;4;Sale
4563;569590;10/4/2011;1878;4;Sale
4564;C550028;4/11/2011;1878;3;Return
4565;563854;8/19/2011;1879;1;Sale
4566;564630;8/25/2011;1879;1;Sale
4567;567181;9/16/2011;1879;4;Sale
4568;C574065;10/28/2011;1879;1;Return
4569;572308;10/21/2011;1880;1;Sale
4570;578621;11/24/2011;1880;4;Sale
4571;555738;6/6/2011;1881;4;Sale
4572;556094;6/8/2011;1881;1;Sale
4573;564216;8/23/2011;1881;4;Sale
4574;572034;10/19/2011;1881;4;Sale
4575;579124;11/28/2011;1881;2;Sale
4576;568188;9/25/2011;1882;1;Sale
4577;559027;7/5/2011;1883;4;Sale
4578;562108;8/2/2011;1883;3;Sale
4579;C579554;11/23/2011;1883;2;Return
4580;543594;2/10/2011;1884;4;Sale
4581;553660;5/17/2011;1884;4;Sale
4582;560431;7/18/2011;1884;3;Sale
4583;568380;9/26/2011;1884;2;Sale
4584;569893;10/6/2011;1884;4;Sale
4585;571506;10/17/2011;1884;3;Sale
4586;540802;1/11/2011;1885;4;Sale
4587;555562;6/5/2011;1885;3;Sale
4588;C547857;3/21/2011;1885;3;Return
4589;576635;11/15/2011;1887;1;Sale
4590;542863;2/1/2011;1888;2;Sale
4591;573897;11/1/2011;1888;3;Sale
4592;578246;11/23/2011;1888;3;Sale
4593;C553667;5/16/2011;1888;4;Return
4594;542347;1/27/2011;1889;1;Sale
4595;544163;2/16/2011;1889;2;Sale
4596;556090;6/8/2011;1889;4;Sale
4597;562881;8/9/2011;1889;1;Sale
4598;578664;11/24/2011;1889;2;Sale
4599;555728;6/6/2011;1890;2;Sale
4600;C543643;2/3/2011;1890;4;Return
4601;539641;12/20/2010;1891;4;Sale
4602;558760;7/1/2011;1891;1;Sale
4603;577536;11/20/2011;1891;4;Sale
4604;550173;4/14/2011;1893;3;Sale
4605;567880;9/22/2011;1894;4;Sale
4606;558640;6/30/2011;1895;1;Sale
4607;579692;11/30/2011;1895;2;Sale
4608;554131;5/22/2011;1896;3;Sale
4609;555751;6/6/2011;1896;2;Sale
4610;567879;9/22/2011;1897;1;Sale
4611;571915;10/19/2011;1897;1;Sale
4612;C550365;4/13/2011;1897;1;Return
4613;546111;3/9/2011;1898;4;Sale
4614;557802;6/22/2011;1898;3;Sale
4615;573930;11/1/2011;1898;2;Sale
4616;C565962;8/31/2011;1898;3;Return
4617;562778;8/8/2011;1899;2;Sale
4618;570201;10/7/2011;1899;4;Sale
4619;C574288;10/31/2011;1899;4;Return
4620;536858;12/3/2010;1900;3;Sale
4621;551603;5/1/2011;1900;3;Sale
4622;555840;6/7/2011;1900;4;Sale
4623;C575664;11/8/2011;1900;4;Return
4624;C580604;12/1/2011;1900;4;Return
4625;575970;11/11/2011;1901;3;Sale
4626;C542704;1/26/2011;1901;2;Return
4627;C568412;9/22/2011;1901;2;Return
4628;547688;3/24/2011;1902;4;Sale
4629;551546;4/28/2011;1902;4;Sale
4630;561537;7/27/2011;1902;4;Sale
4631;569036;9/29/2011;1902;2;Sale
4632;541250;1/16/2011;1903;1;Sale
4633;548017;3/28/2011;1903;4;Sale
4634;552230;5/6/2011;1903;2;Sale
4635;562429;8/4/2011;1904;2;Sale
4636;573734;10/31/2011;1904;2;Sale
4637;C562921;8/7/2011;1904;1;Return
4638;540498;1/7/2011;1905;4;Sale
4639;C540417;1/5/2011;1905;3;Return
4640;554135;5/22/2011;1906;2;Sale
4641;570023;10/6/2011;1906;1;Sale
4642;575656;11/10/2011;1906;4;Sale
4643;578260;11/23/2011;1906;1;Sale
4644;538349;12/10/2010;1907;4;Sale
4645;563161;8/11/2011;1907;1;Sale
4646;537193;12/5/2010;1908;2;Sale
4647;542789;2/1/2011;1908;3;Sale
4648;548144;3/28/2011;1908;4;Sale
4649;569742;10/5/2011;1908;3;Sale
4650;C561725;7/26/2011;1909;4;Return
4651;C571695;10/13/2011;1911;2;Return
4652;574036;11/2/2011;1912;4;Sale
4653;553691;5/18/2011;1914;4;Sale
4654;C572449;10/19/2011;1914;1;Return
4655;546558;3/14/2011;1915;3;Sale
4656;564376;8/24/2011;1915;2;Sale
4657;575287;11/9/2011;1915;4;Sale
4658;577476;11/18/2011;1915;2;Sale
4659;569921;10/6/2011;1917;3;Sale
4660;567522;9/20/2011;1918;3;Sale
4661;C553924;5/17/2011;1918;2;Return
4662;539288;12/16/2010;1919;3;Sale
4663;547226;3/21/2011;1919;3;Sale
4664;569799;10/5/2011;1919;4;Sale
4665;577160;11/17/2011;1919;2;Sale
4666;578994;11/27/2011;1919;4;Sale
4667;C556278;6/6/2011;1919;1;Return
4668;537130;12/5/2010;1920;3;Sale
4669;579524;11/29/2011;1920;2;Sale
4670;538106;12/9/2010;1921;1;Sale
4671;566447;9/12/2011;1922;4;Sale
4672;580668;12/5/2011;1922;2;Sale
4673;C563536;8/10/2011;1922;1;Return
4674;576995;11/16/2011;1923;4;Sale
4675;553711;5/18/2011;1924;2;Sale
4676;C554154;5/18/2011;1924;1;Return
4677;C571858;10/14/2011;1924;2;Return
4678;551990;5/5/2011;1925;4;Sale
4679;558317;6/27/2011;1925;2;Sale
4680;573598;10/31/2011;1925;3;Sale
4681;577701;11/20/2011;1925;4;Sale
4682;C580686;12/1/2011;1925;1;Return
4683;544691;2/22/2011;1926;3;Sale
4684;548405;3/30/2011;1926;1;Sale
4685;C546170;3/7/2011;1926;1;Return
4686;542149;1/26/2011;1927;1;Sale
4687;558199;6/26/2011;1927;4;Sale
4688;559205;7/6/2011;1927;1;Sale
4689;C545556;3/1/2011;1927;2;Return
4690;540278;1/6/2011;1928;4;Sale
4691;543446;2/8/2011;1928;3;Sale
4692;560263;7/15/2011;1928;3;Sale
4693;559295;7/6/2011;1929;1;Sale
4694;C536822;12/9/2011;1929;1;Return
4695;547400;3/22/2011;1930;4;Sale
4696;541114;1/13/2011;1931;4;Sale
4697;560929;7/21/2011;1931;1;Sale
4698;580685;12/5/2011;1931;3;Sale
4699;C542642;1/26/2011;1931;4;Return
4700;C552462;5/4/2011;1931;3;Return
4701;540043;1/4/2011;1932;2;Sale
4702;547971;3/28/2011;1932;3;Sale
4703;555649;6/6/2011;1932;4;Sale
4704;557878;6/23/2011;1932;2;Sale
4705;573035;10/27/2011;1932;3;Sale
4706;574670;11/4/2011;1932;4;Sale
4707;546763;3/16/2011;1933;3;Sale
4708;574298;11/3/2011;1933;2;Sale
4709;574695;11/6/2011;1933;2;Sale
4710;578930;11/25/2011;1933;4;Sale
4711;C568138;9/21/2011;1933;1;Return
4712;540653;1/10/2011;1935;3;Sale
4713;561607;7/27/2011;1935;3;Sale
4714;575291;11/9/2011;1936;4;Sale
4715;536781;12/2/2010;1937;3;Sale
4716;553064;5/12/2011;1937;3;Sale
4717;569396;10/3/2011;1937;4;Sale
4718;580434;12/2/2011;1937;1;Sale
4719;581407;12/8/2011;1937;1;Sale
4720;C544583;2/16/2011;1937;2;Return
4721;539482;12/19/2010;1938;4;Sale
4722;538683;12/13/2010;1939;2;Sale
4723;563251;8/14/2011;1940;4;Sale
4724;567190;9/16/2011;1940;1;Sale
4725;578283;11/23/2011;1940;4;Sale
4726;548494;3/31/2011;1941;3;Sale
4727;560103;7/14/2011;1942;2;Sale
4728;572569;10/24/2011;1942;1;Sale
4729;549304;4/7/2011;1943;2;Sale
4730;572661;10/24/2011;1943;1;Sale
4731;562459;8/4/2011;1944;1;Sale
4732;579419;11/29/2011;1944;2;Sale
4733;C541090;1/9/2011;1944;2;Return
4734;558461;6/28/2011;1945;2;Sale
4735;537153;12/5/2010;1946;3;Sale
4736;554961;5/27/2011;1946;2;Sale
4737;541685;1/20/2011;1948;3;Sale
4738;579013;11/27/2011;1948;3;Sale
4739;579125;11/28/2011;1948;3;Sale
4740;C543818;2/11/2011;1948;1;Return
4741;C562022;7/26/2011;1948;2;Return
4742;551414;4/28/2011;1949;4;Sale
4743;560366;7/17/2011;1949;1;Sale
4744;C549962;4/8/2011;1949;3;Return
4745;536863;12/3/2010;1950;4;Sale
4746;560937;7/21/2011;1952;3;Sale
4747;572077;10/20/2011;1952;4;Sale
4748;576660;11/15/2011;1952;3;Sale
4749;563030;8/11/2011;1953;1;Sale
4750;565760;9/6/2011;1953;3;Sale
4751;569562;10/4/2011;1954;2;Sale
4752;C537320;12/1/2010;1954;4;Return
4753;C567155;9/14/2011;1954;1;Return
4754;566933;9/15/2011;1955;4;Sale
4755;573075;10/27/2011;1955;4;Sale
4756;578828;11/25/2011;1955;2;Sale
4757;579400;11/29/2011;1955;2;Sale
4758;576424;11/14/2011;1956;4;Sale
4759;A563186;12/9/2011;1956;4;Return
4760;552770;5/10/2011;1957;1;Sale
4761;576592;11/15/2011;1957;4;Sale
4762;C541499;1/11/2011;1957;2;Return
4763;C552863;5/6/2011;1957;4;Return
4764;C566458;9/7/2011;1957;4;Return
4765;C568557;9/23/2011;1957;1;Return
4766;548010;3/28/2011;1958;4;Sale
4767;547845;3/25/2011;1959;4;Sale
4768;556721;6/13/2011;1959;1;Sale
4769;579741;11/30/2011;1959;4;Sale
4770;580693;12/5/2011;1959;4;Sale
4771;564815;8/28/2011;1960;4;Sale
4772;565381;9/2/2011;1960;4;Sale
4773;C572917;10/24/2011;1960;3;Return
4774;570022;10/6/2011;1961;2;Sale
4775;577218;11/18/2011;1963;4;Sale
4776;578005;11/22/2011;1963;1;Sale
4777;540822;1/11/2011;1964;3;Sale
4778;540855;1/12/2011;1964;2;Sale
4779;544045;2/15/2011;1964;3;Sale
4780;C562577;8/2/2011;1964;2;Return
4781;C563220;8/9/2011;1964;1;Return
4782;555832;6/6/2011;1965;1;Sale
4783;551560;5/1/2011;1966;4;Sale
4784;541843;1/23/2011;1967;1;Sale
4785;546190;3/10/2011;1967;3;Sale
4786;554089;5/20/2011;1967;4;Sale
4787;567183;9/16/2011;1967;4;Sale
4788;540998;1/13/2011;1968;1;Sale
4789;C568799;9/27/2011;1968;3;Return
4790;554116;5/22/2011;1969;4;Sale
4791;558841;7/3/2011;1969;4;Sale
4792;572443;10/23/2011;1969;1;Sale
4793;C543743;2/7/2011;1969;2;Return
4794;545345;3/1/2011;1970;3;Sale
4795;547100;3/20/2011;1970;1;Sale
4796;549839;4/12/2011;1970;1;Sale
4797;553154;5/13/2011;1970;1;Sale
4798;562598;8/5/2011;1970;1;Sale
4799;C572117;10/18/2011;1970;1;Return
4800;542899;2/1/2011;1972;3;Sale
4801;546541;3/14/2011;1972;3;Sale
4802;565317;9/2/2011;1972;4;Sale
4803;539437;12/17/2010;1973;4;Sale
4804;545156;2/28/2011;1973;4;Sale
4805;548608;3/31/2011;1973;4;Sale
4806;557775;6/22/2011;1973;1;Sale
4807;578358;11/23/2011;1975;3;Sale
4808;554921;5/26/2011;1976;3;Sale
4809;556431;6/10/2011;1976;1;Sale
4810;570407;10/10/2011;1976;1;Sale
4811;575945;11/11/2011;1976;3;Sale
4812;557250;6/17/2011;1977;1;Sale
4813;537229;12/6/2010;1978;2;Sale
4814;541602;1/19/2011;1978;2;Sale
4815;C562280;7/28/2011;1978;3;Return
4816;566603;9/13/2011;1979;2;Sale
4817;539837;12/22/2010;1980;2;Sale
4818;569861;10/6/2011;1980;1;Sale
4819;571352;10/16/2011;1980;3;Sale
4820;578662;11/24/2011;1980;4;Sale
4821;551014;4/21/2011;1981;1;Sale
4822;557861;6/22/2011;1981;2;Sale
4823;567910;9/22/2011;1981;3;Sale
4824;563831;8/18/2011;1982;1;Sale
4825;580981;12/6/2011;1982;2;Sale
4826;C572855;10/24/2011;1983;4;Return
4827;549307;4/7/2011;1984;1;Sale
4828;565122;8/31/2011;1984;4;Sale
4829;543246;2/4/2011;1985;1;Sale
4830;551337;4/27/2011;1985;3;Sale
4831;553406;5/16/2011;1985;3;Sale
4832;573258;10/28/2011;1985;4;Sale
4833;580746;12/5/2011;1985;4;Sale
4834;C538647;12/9/2010;1986;3;Return
4835;561389;7/26/2011;1987;1;Sale
4836;C579992;11/30/2011;1987;2;Return
4837;552947;5/12/2011;1988;4;Sale
4838;556184;6/8/2011;1988;4;Sale
4839;C549666;4/5/2011;1988;1;Return
4840;C566953;9/13/2011;1988;1;Return
4841;C574443;11/1/2011;1988;1;Return
4842;561599;7/27/2011;1990;3;Sale
4843;553034;5/12/2011;1991;2;Sale
4844;561094;7/24/2011;1991;1;Sale
4845;572858;10/26/2011;1992;1;Sale
4846;580728;12/5/2011;1992;2;Sale
4847;C581229;12/6/2011;1992;2;Return
4848;537428;12/6/2010;1993;3;Sale
4849;577804;11/21/2011;1993;4;Sale
4850;546253;3/10/2011;1994;4;Sale
4851;564316;8/24/2011;1994;2;Sale
4852;581493;12/8/2011;1995;4;Sale
4853;C580919;12/4/2011;1995;4;Return
4854;561917;7/31/2011;1996;4;Sale
4855;C564362;8/19/2011;1996;4;Return
4856;565437;9/2/2011;1997;1;Sale
4857;571036;10/12/2011;1997;1;Sale
4858;552525;5/9/2011;1998;3;Sale
4859;555863;6/7/2011;1998;4;Sale
4860;C579092;11/22/2011;1998;1;Return
4861;564628;8/25/2011;1999;2;Sale
4862;568595;9/27/2011;1999;2;Sale
4863;573007;10/26/2011;1999;2;Sale
4864;577438;11/18/2011;2001;3;Sale
4865;577615;11/20/2011;2001;3;Sale
4866;C549913;4/7/2011;2001;2;Return
4867;C555358;5/31/2011;2001;3;Return
4868;C547409;3/17/2011;2003;4;Return
4869;550911;4/20/2011;2004;2;Sale
4870;573179;10/27/2011;2004;4;Sale
4871;537335;12/6/2010;2005;4;Sale
4872;540701;1/11/2011;2005;4;Sale
4873;545072;2/27/2011;2005;4;Sale
4874;554855;5/26/2011;2005;3;Sale
4875;556927;6/15/2011;2005;1;Sale
4876;564327;8/24/2011;2005;1;Sale
4877;578066;11/22/2011;2005;1;Sale
4878;537636;12/7/2010;2006;1;Sale
4879;577836;11/21/2011;2006;1;Sale
4880;C563918;8/16/2011;2006;1;Return
4881;539272;12/16/2010;2007;4;Sale
4882;541120;1/13/2011;2007;3;Sale
4883;545875;3/7/2011;2007;3;Sale
4884;552971;5/12/2011;2007;3;Sale
4885;576137;11/13/2011;2007;3;Sale
4886;549018;4/5/2011;2008;3;Sale
4887;C553569;5/16/2011;2008;3;Return
4888;547073;3/20/2011;2009;1;Sale
4889;562574;8/5/2011;2010;3;Sale
4890;547691;3/24/2011;2011;2;Sale
4891;566394;9/11/2011;2011;3;Sale
4892;553547;5/17/2011;2012;3;Sale
4893;559774;7/11/2011;2012;4;Sale
4894;569659;10/5/2011;2012;4;Sale
4895;541681;1/20/2011;2013;1;Sale
4896;565318;9/2/2011;2014;3;Sale
4897;578349;11/23/2011;2014;3;Sale
4898;C540793;1/6/2011;2014;1;Return
4899;C573771;10/27/2011;2014;4;Return
4900;538069;12/9/2010;2015;3;Sale
4901;541271;1/17/2011;2015;1;Sale
4902;547549;3/23/2011;2015;1;Sale
4903;554809;5/25/2011;2015;1;Sale
4904;539411;12/17/2010;2016;1;Sale
4905;577086;11/17/2011;2016;4;Sale
4906;571046;10/13/2011;2017;1;Sale
4907;571642;10/17/2011;2017;1;Sale
4908;C547193;3/17/2011;2017;2;Return
4909;553167;5/13/2011;2018;1;Sale
4910;566239;9/9/2011;2018;2;Sale
4911;571677;10/18/2011;2019;2;Sale
4912;574698;11/6/2011;2020;3;Sale
4913;580107;12/1/2011;2020;4;Sale
4914;580315;12/2/2011;2020;4;Sale
4915;562355;8/3/2011;2021;1;Sale
4916;571006;10/12/2011;2021;4;Sale
4917;541107;1/13/2011;2022;4;Sale
4918;561936;7/31/2011;2022;2;Sale
4919;576568;11/15/2011;2022;3;Sale
4920;569466;10/3/2011;2023;3;Sale
4921;C564279;8/18/2011;2023;4;Return
4922;580404;12/2/2011;2024;1;Sale
4923;555522;6/3/2011;2025;3;Sale
4924;559317;7/7/2011;2025;1;Sale
4925;551133;4/26/2011;2026;1;Sale
4926;554939;5/27/2011;2026;3;Sale
4927;563951;8/21/2011;2026;4;Sale
4928;554684;5/25/2011;2027;4;Sale
4929;579141;11/28/2011;2027;1;Sale
4930;537670;12/8/2010;2028;2;Sale
4931;541699;1/20/2011;2028;1;Sale
4932;554073;5/20/2011;2028;3;Sale
4933;570219;10/7/2011;2028;3;Sale
4934;570832;10/12/2011;2028;2;Sale
4935;579949;11/30/2011;2028;2;Sale
4936;547965;3/28/2011;2030;1;Sale
4937;569803;10/5/2011;2030;4;Sale
4938;559662;7/10/2011;2031;3;Sale
4939;566217;9/9/2011;2031;1;Sale
4940;559609;7/8/2011;2032;4;Sale
4941;550824;4/20/2011;2033;2;Sale
4942;555808;6/6/2011;2033;3;Sale
4943;556681;6/13/2011;2033;4;Sale
4944;561473;7/26/2011;2033;4;Sale
4945;561708;7/28/2011;2034;1;Sale
4946;565464;9/4/2011;2034;1;Sale
4947;572079;10/20/2011;2034;3;Sale
4948;566234;9/9/2011;2035;3;Sale
4949;577757;11/21/2011;2035;4;Sale
4950;C572120;10/18/2011;2035;3;Return
4951;550324;4/15/2011;2036;1;Sale
4952;560297;7/17/2011;2036;2;Sale
4953;574314;11/3/2011;2036;1;Sale
4954;547867;3/25/2011;2037;3;Sale
4955;554993;5/27/2011;2037;3;Sale
4956;563179;8/11/2011;2037;3;Sale
4957;575201;11/8/2011;2037;3;Sale
4958;C544560;2/15/2011;2037;3;Return
4959;C552173;5/3/2011;2037;2;Return
4960;544286;2/17/2011;2038;1;Sale
4961;549689;4/11/2011;2038;2;Sale
4962;C573172;10/24/2011;2038;3;Return
4963;541985;1/24/2011;2039;3;Sale
4964;572678;10/25/2011;2039;3;Sale
4965;542345;1/27/2011;2040;2;Sale
4966;571563;10/17/2011;2040;1;Sale
4967;539328;12/17/2010;2041;3;Sale
4968;576845;11/16/2011;2041;3;Sale
4969;581580;12/8/2011;2041;1;Sale
4970;551868;5/4/2011;2042;1;Sale
4971;C567716;9/19/2011;2042;4;Return
4972;542216;1/26/2011;2043;3;Sale
4973;551281;4/27/2011;2043;3;Sale
4974;551519;4/28/2011;2043;4;Sale
4975;563078;8/11/2011;2043;4;Sale
4976;578058;11/22/2011;2043;2;Sale
4977;C557648;6/16/2011;2043;4;Return
4978;563429;8/15/2011;2044;3;Sale
4979;568056;9/22/2011;2044;3;Sale
4980;552563;5/9/2011;2045;4;Sale
4981;553203;5/15/2011;2045;1;Sale
4982;565728;9/5/2011;2045;1;Sale
4983;548368;3/30/2011;2046;3;Sale
4984;559516;7/8/2011;2046;3;Sale
4985;563981;8/21/2011;2046;1;Sale
4986;560119;7/14/2011;2047;3;Sale
4987;572838;10/25/2011;2047;1;Sale
4988;538797;12/14/2010;2048;4;Sale
4989;560442;7/18/2011;2048;2;Sale
4990;C537807;12/6/2010;2048;2;Return
4991;538032;12/9/2010;2049;4;Sale
4992;577128;11/17/2011;2049;2;Sale
4993;578840;11/25/2011;2049;4;Sale
4994;C547710;3/18/2011;2049;1;Return
4995;540414;1/7/2011;2050;3;Sale
4996;576767;11/16/2011;2050;2;Sale
4997;547061;3/20/2011;2051;3;Sale
4998;550207;4/14/2011;2053;3;Sale
4999;554703;5/25/2011;2054;3;Sale
5000;566786;9/14/2011;2054;3;Sale
5001;579273;11/28/2011;2054;4;Sale
5002;549245;4/7/2011;2055;1;Sale
5003;551523;4/28/2011;2055;3;Sale
5004;569400;10/3/2011;2055;1;Sale
5005;570693;10/11/2011;2055;1;Sale
5006;571899;10/19/2011;2055;2;Sale
5007;578815;11/25/2011;2055;1;Sale
5008;557464;6/20/2011;2056;2;Sale
5009;569221;9/30/2011;2056;1;Sale
5010;570467;10/10/2011;2056;2;Sale
5011;570681;10/11/2011;2056;3;Sale
5012;572024;10/19/2011;2056;3;Sale
5013;574545;11/4/2011;2056;1;Sale
5014;577793;11/21/2011;2056;4;Sale
5015;537197;12/5/2010;2057;2;Sale
5016;541976;1/24/2011;2057;3;Sale
5017;551062;4/26/2011;2057;1;Sale
5018;553578;5/17/2011;2057;2;Sale
5019;555593;6/5/2011;2057;4;Sale
5020;556440;6/10/2011;2057;2;Sale
5021;570235;10/7/2011;2057;4;Sale
5022;574941;11/7/2011;2057;2;Sale
5023;564716;8/26/2011;2058;4;Sale
5024;541995;1/24/2011;2059;1;Sale
5025;546560;3/14/2011;2059;3;Sale
5026;556034;6/8/2011;2059;1;Sale
5027;572352;10/23/2011;2059;2;Sale
5028;573778;10/31/2011;2059;2;Sale
5029;577499;11/18/2011;2059;4;Sale
5030;C553029;5/10/2011;2059;2;Return
5031;561356;7/26/2011;2060;4;Sale
5032;C560384;7/12/2011;2060;4;Return
5033;547055;3/20/2011;2061;4;Sale
5034;579250;11/28/2011;2063;3;Sale
5035;546303;3/10/2011;2064;2;Sale
5036;557248;6/17/2011;2064;3;Sale
5037;C572029;10/17/2011;2064;3;Return
